case_date,judicial_officer,case_number
02-12-2021,Associate Justice Matthews,S ECI 2021 03245
02-12-2021,Associate Justice Matthews,S ECI 2021 03620
02-12-2021,Associate Justice Matthews,S ECI 2021 03806
02-12-2021,Associate Justice Matthews,S ECI 2021 03806
02-12-2021,Associate Justice Matthews,S ECI 2021 04107
02-12-2021,Associate Justice Matthews,S ECI 2021 04108
02-12-2021,Associate Justice Matthews,S ECI 2021 03347
02-12-2021,Associate Justice Irving,S ECI 2021 02998
03-12-2021,"The President, Justice Kaye, Justice Sifris",S EAPCR 2021 0058
03-12-2021,"Justice Priest, Justice T. Forrest, Justice Walker",S EAPCR 2021 0100
03-12-2021,"Justice Priest, Justice T. Forrest, Justice Walker",S EAPCR 2021 0100
03-12-2021,"Justice Kyrou, Justice McLeish, Justice Sifris",S EAPCI 2021 0017
03-12-2021,"Justice Kyrou, Justice McLeish, Justice Sifris",S EAPCI 2021 0017
03-12-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0062
03-12-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0062
03-12-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0063
03-12-2021,"Justice Kyrou, Justice Kennedy, Justice Whelan",S EAPCI 2020 0063
03-12-2021,"Justice Sifris, Justice Kennedy, Justice Macaulay",S EAPCI 2021 0036
03-12-2021,"Justice Sifris, Justice Kennedy, Justice Macaulay",S EAPCI 2021 0036
03-12-2021,Justice Hollingworth,S ECR 2021 0281
03-12-2021,Justice Beale,S ECR 2021 0132
03-12-2021,Justice Incerti,S ECI 2019 05354
03-12-2021,Justice Jane Dixon,S ECR 2020 0180
03-12-2021,Justice Jane Dixon,S ECR 2021 0162
03-12-2021,Justice Taylor,S ECR 2020 0168
03-12-2021,Justice Tinney,S ECR 2019 0212
03-12-2021,Justice Tinney,S ECR 2021 0175
03-12-2021,Justice Fox,S CR 2021 0346
03-12-2021,Justice Coghlan,S CR 2017 0173
03-12-2021,Justice Coghlan,S ECR 2020 0356
03-12-2021,Justice Coghlan,S ECR 2020 0358
03-12-2021,Justice Lasry,S ECR 2021 0240
03-12-2021,Justice Lasry,S ECR 2021 0294
03-12-2021,Judicial Registrar Freeman,S ECR 2021 0156
03-12-2021,Judicial Registrar Tueno,S ECR 2021 0325
03-12-2021,Justice John Dixon,S ECI 2020 03679
03-12-2021,Justice McMillan,S ECI 2020 02198
03-12-2021,Justice McMillan,S ECI 2020 02386
03-12-2021,Justice McMillan,S ECI 2021 00063
03-12-2021,Justice McMillan,S ECI 2021 01680
03-12-2021,Justice Ginnane,S ECI 2020 04425
03-12-2021,Justice McDonald,S CI 2018 01579
03-12-2021,Justice McDonald,S ECI 2021 00184
03-12-2021,Justice Incerti,S ECI 2021 02945
03-12-2021,Justice Riordan,S ECI 2021 04010
03-12-2021,Justice Richards,S ECI 2021 03931
03-12-2021,Justice Richards,S ECI 2021 03931
03-12-2021,Justice Forbes,S ECI 2019 03870
03-12-2021,Justice Forbes,S ECI 2019 05532
03-12-2021,Justice Forbes,S ECI 2020 03205
03-12-2021,Justice Forbes,S ECI 2021 02881
03-12-2021,Judicial Registrar Keith,S ECI 2021 00104
03-12-2021,Judicial Registrar Keith,S ECI 2021 00368
03-12-2021,Judicial Registrar Keith,S ECI 2021 00436
03-12-2021,Judicial Registrar Keith,S ECI 2021 02952
03-12-2021,Judicial Registrar Keith,S ECI 2021 04082
03-12-2021,Judicial Registrar Keith,S ECI 2021 04091
03-12-2021,Judicial Registrar Keith,S ECI 2021 04091
03-12-2021,Judicial Registrar Keith,S ECI 2021 04176
03-12-2021,Judicial Registrar Baker,S ECI 2018 01557
03-12-2021,Judicial Registrar Baker,S ECI 2018 02671
03-12-2021,Judicial Registrar Baker,S ECI 2019 04896
03-12-2021,Judicial Registrar Baker,S ECI 2019 04902
03-12-2021,Judicial Registrar Baker,S ECI 2019 05544
03-12-2021,Judicial Registrar Baker,S ECI 2020 00105
03-12-2021,Judicial Registrar Baker,S ECI 2020 01924
03-12-2021,Judicial Registrar Baker,S ECI 2020 03545
03-12-2021,Judicial Registrar Baker,S ECI 2020 03205
03-12-2021,Judicial Registrar Baker,S ECI 2020 03873
03-12-2021,Deputy Prothonotary Day,S ECI 2020 04100
03-12-2021,Judicial Registrar Keith,S PRB 2021 06789
03-12-2021,Justice Riordan,S ECI 2019 04252
03-12-2021,Justice Riordan,S ECI 2021 04019
03-12-2021,Justice Riordan,S ECI 2021 03171
03-12-2021,Justice Riordan,S ECI 2021 02836
03-12-2021,Justice Riordan,S ECI 2021 02610
03-12-2021,Justice Lyons,S ECI 2019 03169
03-12-2021,Justice Lyons,S ECI 2020 00824
03-12-2021,Justice Lyons,S ECI 2020 04338
03-12-2021,Justice Stynes,S ECI 2018 02258
03-12-2021,Justice Stynes,S ECI 2018 02258
03-12-2021,Justice Stynes,S CI 2017 05135
03-12-2021,Justice Stynes,S CI 2017 05135
03-12-2021,Justice M Osborne,S ECI 2019 00667
03-12-2021,Justice M Osborne,S ECI 2020 02683
03-12-2021,Justice M Osborne,S ECI 2021 01394
03-12-2021,Justice M Osborne,S ECI 2021 00464
03-12-2021,Justice M Osborne,S ECI 2021 01443
03-12-2021,Justice Attiwill,S ECI 2019 05276
03-12-2021,Justice Attiwill,S ECI 2020 04360
03-12-2021,Justice Attiwill,S ECI 2021 02262
03-12-2021,Justice Attiwill,S ECI 2021 01012
03-12-2021,Justice Attiwill,S ECI 2021 01025
03-12-2021,Justice Garde,S ECI 2019 05915
03-12-2021,Justice Garde,S ECI 2019 05915
03-12-2021,Justice Garde,S ECI 2020 02630
03-12-2021,Justice Garde,S ECI 2019 04989
03-12-2021,Justice Garde,S ECI 2021 01418
03-12-2021,Justice Garde,S ECI 2021 01418
03-12-2021,Associate Justice Efthim,S ECI 2019 05814
03-12-2021,Associate Justice Gardiner,S ECI 2021 03516
03-12-2021,Associate Justice Gardiner,S ECI 2021 03593
03-12-2021,Associate Justice Gardiner,S ECI 2021 00819
03-12-2021,Associate Justice Gardiner,S ECI 2020 02927
03-12-2021,Associate Justice Hetyey,S ECI 2021 02892
03-12-2021,Judicial Registrar Caporale,S ECI 2021 02512
03-12-2021,Judicial Registrar Caporale,S ECI 2021 02993
03-12-2021,Justice Riordan,S ECI 2021 03803
03-12-2021,Associate Justice Efthim,S EAPCI 2021 0059
03-12-2021,Associate Justice Matthews,S CI 2014 02265
03-12-2021,Associate Justice Matthews,S ECI 2021 04058
03-12-2021,Associate Justice Matthews,S ECI 2020 04189
03-12-2021,Associate Justice Matthews,S ECI 2021 02286
06-12-2021,Justice Beach,S EAPCR 2021 0107
06-12-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
06-12-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
06-12-2021,Justice Kaye,S ECR 2020 0324
06-12-2021,Justice Beale,S ECR 2021 0132
06-12-2021,Justice Jane Dixon,S ECR 2020 0180
06-12-2021,Justice Taylor,S ECR 2020 0168
06-12-2021,Justice Tinney,S ECR 2021 0175
06-12-2021,Justice Fox,S CR 2021 0347
06-12-2021,Justice Coghlan,S CR 2017 0173
06-12-2021,Justice Lasry,S ECR 2021 0113
06-12-2021,Judicial Registrar Freeman,S ECR 2020 0143
06-12-2021,Justice Croucher,S ECI 2020 04597
06-12-2021,Justice Moore,S ECI 2020 04100
06-12-2021,Justice Moore,S ECI 2019 04547
06-12-2021,Justice Moore,S ECI 2021 04141
06-12-2021,Justice Gorton,S CI 2018 00778
06-12-2021,Justice O'Meara,S ECI 2020 04532
06-12-2021,Justice J Forrest,S ECI 2020 04311
06-12-2021,Judicial Registrar Caporale,S ECI 2020 01793
06-12-2021,Judicial Registrar Keith,S ECI 2020 02844
06-12-2021,Justice Richards,S ECI 2021 03594
06-12-2021,Justice Richards,S ECI 2021 03594
06-12-2021,Justice Riordan,S ECI 2021 04051
06-12-2021,Justice Riordan,S ECI 2021 02311
06-12-2021,Justice Riordan,S ECI 2021 02311
06-12-2021,Justice Lyons,S ECI 2021 03963
06-12-2021,Justice Nichols,S ECI 2017 00190
06-12-2021,Justice Nichols,S ECI 2019 01225
06-12-2021,Justice Delany,S ECI 2020 04763
06-12-2021,Justice Delany,S ECI 2020 02465
06-12-2021,Justice M Osborne,S ECI 2021 03745
06-12-2021,Justice Attiwill,S ECI 2021 03669
06-12-2021,Justice Attiwill,S ECI 2021 03669
06-12-2021,Justice Garde,S ECI 2021 00158
06-12-2021,Justice Garde,S ECI 2021 00158
06-12-2021,Associate Justice Efthim,S ECI 2021 00125
06-12-2021,Associate Justice Hetyey,S ECI 2021 02834
06-12-2021,Associate Justice Hetyey,S ECI 2020 03063
06-12-2021,Associate Justice Hetyey,S ECI 2020 02316
06-12-2021,Associate Justice Matthews,S ECI 2021 03246
06-12-2021,Judicial Registrar Steffensen,S ECI 2021 02425
06-12-2021,Judicial Registrar Woronczak,S ECI 2021 03852
06-12-2021,Judicial Registrar Woronczak,S ECI 2021 03900
06-12-2021,Judicial Registrar Woronczak,S ECI 2021 03941
06-12-2021,Judicial Registrar Woronczak,S ECI 2021 04137
06-12-2021,Judicial Registrar Woronczak,S ECI 2020 02284
06-12-2021,Judicial Registrar Conidi,S ECI 2021 03968
06-12-2021,Costs Registrar Walton,S ECI 2021 03632
06-12-2021,Associate Justice Efthim,S ECI 2020 01974
06-12-2021,Associate Justice Efthim,S ECI 2021 00136
07-12-2021,"The President, Justice Emerton",S EAPCR 2020 0155
07-12-2021,"Justice Priest, Justice McLeish",S EAPCR 2021 0152
07-12-2021,"Justice Priest, Justice McLeish",S EAPCR 2021 0152
07-12-2021,"Justice Priest, Justice McLeish",S EAPCR 2021 0152
07-12-2021,"Justice Priest, Justice McLeish",S EAPCR 2021 0083
07-12-2021,"Justice Priest, Justice McLeish",S EAPCR 2021 0083
07-12-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
07-12-2021,"Justice T Forrest, Justice Emerton, Justice Walker",S EAPCR 2020 0184
07-12-2021,"Justice Priest, Justice Kaye, Justice Niall",S EAPCR 2020 0156
07-12-2021,"Justice Priest, Justice Kaye, Justice Niall",S EAPCR 2020 0156
07-12-2021,"Justice Priest, Justice Kaye, Justice Niall",S EAPCR 2020 0156
07-12-2021,Judicial Registrar Pedley,S EAPCR 2021 0103
07-12-2021,Judicial Registrar McCann,S EAPCR 2021 0038
07-12-2021,Justice Kaye,S ECR 2020 0324
07-12-2021,Justice Niall,S ECR 2021 0337
07-12-2021,Justice Beale,S ECR 2021 0132
07-12-2021,Justice Incerti,S CI 2009 09413
07-12-2021,Justice Jane Dixon,S ECR 2020 0180
07-12-2021,Justice Jane Dixon,S ECR 2021 0019
07-12-2021,Justice Taylor,S ECR 2020 0168
07-12-2021,Justice Tinney,S ECR 2019 0212
07-12-2021,Justice Tinney,S ECR 2021 0331
07-12-2021,Justice Fox,S ECR 2021 0045
07-12-2021,Justice Coghlan,S CR 2017 0173
07-12-2021,Justice Lasry,S ECR 2021 0318
07-12-2021,Judicial Registrar Freeman,S ECR 2021 0099
07-12-2021,Justice Cavanough,S ECI 2021 01921
07-12-2021,Justice McDonald,S ECI 2021 02716
07-12-2021,Justice Moore,S ECI 2020 04100
07-12-2021,Justice Gorton,S CI 2018 00778
07-12-2021,Justice O'Meara,S ECI 2021 03932
07-12-2021,Justice J Forrest,S ECI 2020 04311
07-12-2021,Judicial Registrar Keith,S ECI 2021 02935
07-12-2021,Judicial Registrar Keith,S CI 2018 00562
07-12-2021,Judicial Registrar Keith,S ECI 2018 00420
07-12-2021,Judicial Registrar Keith,S ECI 2020 04101
07-12-2021,Judicial Registrar Keith,S ECI 2021 01557
07-12-2021,Judicial Registrar Keith,S ECI 2021 03543
07-12-2021,Judicial Registrar Keith,S ECI 2021 03543
07-12-2021,Judicial Registrar Keith,S ECI 2021 04574
07-12-2021,Justice Riordan,S ECI 2018 02783
07-12-2021,Justice Nichols,S ECI 2017 00190
07-12-2021,Justice Nichols,S ECI 2019 01225
07-12-2021,Justice Stynes,S ECI 2019 05920
07-12-2021,Justice M Osborne,S ECI 2021 03631
07-12-2021,Justice M Osborne,S ECI 2021 03631
07-12-2021,Justice Button,S ECI 2021 03668
07-12-2021,Associate Justice Efthim,S ECI 2018 00103
07-12-2021,Associate Justice Hetyey,S ECI 2021 01538
07-12-2021,Associate Justice Hetyey,S ECI 2021 00982
07-12-2021,Associate Justice Hetyey,S ECI 2021 01070
07-12-2021,Judicial Registrar Englefield,S ECI 2021 02819
07-12-2021,Judicial Registrar Englefield,S ECI 2020 01708
07-12-2021,Judicial Registrar Caporale,S CI 2017 02120
07-12-2021,Judicial Registrar Steffensen,S ECI 2021 02912
07-12-2021,Judicial Registrar Steffensen,S ECI 2021 04337
07-12-2021,Judicial Registrar Conidi,S ECI 2021 02180
07-12-2021,Judicial Registrar Conidi,S ECI 2021 02806
07-12-2021,Judicial Registrar Conidi,S ECI 2021 03677
07-12-2021,Judicial Registrar Conidi,S ECI 2021 03695
07-12-2021,Judicial Registrar Conidi,S ECI 2021 03859
07-12-2021,Judicial Registrar Conidi,S ECI 2021 03897
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04029
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04068
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04123
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04374
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04385
07-12-2021,Judicial Registrar Conidi,S ECI 2021 04401
07-12-2021,Costs Registrar Van den Berg,S ECI 2021 03736
07-12-2021,Associate Justice Efthim,S CI 2017 03819
07-12-2021,Associate Justice Daly,S ECI 2020 03198
07-12-2021,Associate Justice Ierodiaconou,S CI 2014 05027
07-12-2021,Associate Justice Hetyey,S ECI 2019 01637
07-12-2021,Associate Justice Matthews,S PRB 2020 25323
07-12-2021,Associate Justice Irving,S ECI 2021 03545
08-12-2021,"The President, Justice Emerton",S EAPCR 2021 0006
08-12-2021,Judicial Registrar McCann,S EAPCR 2021 0116
08-12-2021,"Justice Beach, Justice Kennedy",S EAPCI 2021 0086
08-12-2021,"Justice Beach, Justice Kennedy",S EAPCI 2021 0086
08-12-2021,"Justice Beach, Justice Kennedy",S EAPCI 2021 0086
08-12-2021,Justice Kaye,S ECR 2020 0324
08-12-2021,Justice Niall,S ECR 2021 0337
08-12-2021,Justice T Forrest,S ECR 2021 0333
08-12-2021,Justice Hollingworth,S ECR 2021 0301
08-12-2021,Justice Hollingworth,S CR 2018 0004
08-12-2021,Justice Croucher,S ECR 2021 0252
08-12-2021,Justice Beale,S ECR 2021 0132
08-12-2021,Justice Jane Dixon,S ECR 2021 0019
08-12-2021,Justice Taylor,S ECR 2020 0168
08-12-2021,Justice Tinney,S ECR 2019 0212
08-12-2021,Justice Tinney,S ECR 2021 0350
08-12-2021,Justice Coghlan,S CR 2017 0173
08-12-2021,Judicial Registrar Freeman,S ECR 2021 0118
08-12-2021,Judicial Registrar Freeman,S ECR 2021 0284
08-12-2021,Judicial Registrar Tueno,S ECR 2021 0178
08-12-2021,Judicial Registrar Tueno,S ECR 2021 0338
08-12-2021,Judicial Registrar Tueno,S ECR 2021 0339
08-12-2021,Judicial Registrar Tueno,S ECR 2021 0361
08-12-2021,Judicial Registrar Tueno,S ECR 2021 0198
08-12-2021,Justice Ginnane,S ECI 2020 01799
08-12-2021,Justice Croucher,S ECI 2020 04597
08-12-2021,Justice Keogh,S ECI 2019 02916
08-12-2021,Justice Moore,S ECI 2020 04100
08-12-2021,Justice Gorton,S CI 2018 00778
08-12-2021,Justice Gorton,S CI 2018 01383
08-12-2021,Justice M Osborne,S ECI 2021 04093
08-12-2021,Judicial Registrar Englefield,S ECI 2019 01952
08-12-2021,Judicial Registrar Keith,S ECI 2021 00605
08-12-2021,Judicial Registrar Keith,S ECI 2021 01555
08-12-2021,Judicial Registrar Keith,S ECI 2021 04075
08-12-2021,Judicial Registrar Keith,S ECI 2021 04268
08-12-2021,Judicial Registrar Keith,S ECI 2021 04383
08-12-2021,Judicial Registrar Keith,S ECI 2021 04048
08-12-2021,Judicial Registrar Keith,S ECI 2021 01801
08-12-2021,Justice McDonald,S ECI 2021 02716
08-12-2021,Justice Richards,S ECI 2021 03594
08-12-2021,Justice Richards,S ECI 2021 04603
08-12-2021,Justice Riordan,S ECI 2021 01336
08-12-2021,Justice Riordan,S ECI 2021 00943
08-12-2021,Justice Riordan,S CI 2014 05180
08-12-2021,Justice Nichols,S ECI 2017 00190
08-12-2021,Justice Nichols,S ECI 2019 01225
08-12-2021,Justice Attiwill,S ECI 2021 00016
08-12-2021,Justice Attiwill,S ECI 2021 01835
08-12-2021,Justice Attiwill,S ECI 2021 01835
08-12-2021,Associate Justice Gardiner,S ECI 2021 02785
08-12-2021,Associate Justice Matthews,S ECI 2021 01323
08-12-2021,Associate Justice Matthews,S ECI 2021 03498
08-12-2021,Associate Justice Matthews,S ECI 2021 04306
08-12-2021,Associate Justice Matthews,S ECI 2021 04334
08-12-2021,Associate Justice Matthews,S ECI 2021 04361
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 03700
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 03943
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04106
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04132
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04154
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04181
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04182
08-12-2021,Judicial Registrar Steffensen,S ECI 2021 04190
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 02783
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 03792
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 04027
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 04114
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 04131
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 04157
08-12-2021,Judicial Registrar Woronczak,S ECI 2021 04167
08-12-2021,Judicial Registrar Conidi,S ECI 2021 04222
08-12-2021,Associate Justice Ierodiaconou,S ECI 2020 00450
09-12-2021,"Justice Beach, Justice R Osborn, Justice Forbes",S EAPCI 2021 0020
09-12-2021,"Justice Beach, Justice R Osborn, Justice Forbes",S EAPCI 2021 0020
09-12-2021,Justice Hollingworth,S ECR 2021 0281
09-12-2021,Justice Beale,S ECR 2021 0132
09-12-2021,Justice Jane Dixon,S ECR 2021 0019
09-12-2021,Justice Taylor,S ECR 2020 0168
09-12-2021,Justice Fox,S CR 2021 0362
09-12-2021,Justice Coghlan,S CR 2017 0173
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0327
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0350
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0352
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0354
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0356
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0358
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0360
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0362
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0364
09-12-2021,Judicial Registrar Freeman,S ECR 2021 0014
09-12-2021,Judicial Registrar Freeman,S ECR 2021 0082
09-12-2021,Judicial Registrar Freeman,S ECR 2020 0312
09-12-2021,Judicial Registrar Tueno,S ECR 2021 0205
09-12-2021,Judicial Registrar Tueno,S ECR 2020 0375
09-12-2021,Judicial Registrar Tueno,S ECR 2020 0377
09-12-2021,Judicial Registrar Tueno,S ECR 2021 0198
09-12-2021,Justice Hollingworth,S ECI 2021 03214
09-12-2021,Justice Incerti,S ECI 2020 03882
09-12-2021,Justice Keogh,S ECI 2020 00373
09-12-2021,Justice Keogh,S ECI 2020 00373
09-12-2021,Justice Richards,S ECI 2020 04187
09-12-2021,Justice Moore,S ECI 2020 04100
09-12-2021,Justice Gorton,S CI 2018 00778
09-12-2021,Judicial Registrar Keith,S ECI 2021 03091
09-12-2021,Judicial Registrar Steffensen,S ECI 2021 04010
09-12-2021,Judicial Registrar Conidi,S ECI 2021 02998
09-12-2021,Justice Richards,S ECI 2021 04347
09-12-2021,Justice Riordan,S ECI 2021 03081
09-12-2021,Justice Nichols,S ECI 2018 00606
09-12-2021,Justice Nichols,S ECI 2017 00190
09-12-2021,Justice Nichols,S ECI 2019 01225
09-12-2021,Justice Stynes,S ECI 2021 03184
09-12-2021,Justice Attiwill,S ECI 2021 03329
09-12-2021,Justice Attiwill,S ECI 2019 02711
09-12-2021,Justice Attiwill,S ECI 2020 03554
09-12-2021,Judicial Registrar Caporale,S ECI 2021 03925
09-12-2021,Judicial Registrar Caporale,S ECI 2021 04152
09-12-2021,Justice Riordan,S ECI 2021 04216
09-12-2021,Associate Justice Efthim,S CI 2018 02053
09-12-2021,Associate Justice Ierodiaconou,S ECI 2021 04362
09-12-2021,Associate Justice Ierodiaconou,S ECI 2020 00450
09-12-2021,Associate Justice Irving,S PRB 2020 22512
09-12-2021,Associate Justice Irving,S ECI 2021 00028
09-12-2021,Deputy Prothonotary Clark,S ECI 2021 00571
10-12-2021,"The President, Justice Macaulay",S EAPCR 2021 0122
10-12-2021,"The President, Justice Macaulay",S EAPCR 2021 0122
10-12-2021,Justice Beach,S ECR 2021 0340
10-12-2021,Justice Niall,S ECR 2021 0341
10-12-2021,Justice Niall,S ECR 2021 0341
10-12-2021,Justice Hollingworth,S ECR 2021 0301
10-12-2021,Justice Beale,S ECR 2021 0132
10-12-2021,Justice Jane Dixon,S ECR 2021 0019
10-12-2021,Justice Taylor,S ECR 2020 0168
10-12-2021,Justice Tinney,S ECR 2021 0331
10-12-2021,Justice Tinney,S ECR 2021 0175
10-12-2021,Justice Fox,S ECR 2021 0354
10-12-2021,Justice Coghlan,S CR 2017 0173
10-12-2021,Judicial Registrar Freeman,S CR 2012 0111
10-12-2021,Judicial Registrar Tueno,S ECR 2021 0198
10-12-2021,Justice McDonald,S ECI 2021 03839
10-12-2021,Justice Keogh,S ECI 2019 04459
10-12-2021,Justice Keogh,S ECI 2020 01849
10-12-2021,Justice Keogh,S ECI 2020 02918
10-12-2021,Justice Keogh,S ECI 2020 03459
10-12-2021,Justice Keogh,S ECI 2020 04352
10-12-2021,Justice Connock,S ECI 2021 02664
10-12-2021,Justice Moore,S ECI 2020 04100
10-12-2021,Justice O'Meara,S ECI 2021 03932
10-12-2021,Justice Garde,S ECI 2021 04063
10-12-2021,Judicial Registrar Keith,S CI 2017 00953
10-12-2021,Judicial Registrar Keith,S CI 2018 02054
10-12-2021,Judicial Registrar Keith,S ECI 2020 04607
10-12-2021,Judicial Registrar Keith,S ECI 2021 01098
10-12-2021,Judicial Registrar Keith,S ECI 2021 02364
10-12-2021,Judicial Registrar Keith,S ECI 2021 04176
10-12-2021,Judicial Registrar Keith,S ECI 2021 04342
10-12-2021,Judicial Registrar Keith,S ECI 2021 04544
10-12-2021,Judicial Registrar Keith,S ECI 2021 04607
10-12-2021,Judicial Registrar Steffensen,S ECI 2021 04010
10-12-2021,Judicial Registrar Baker,S CI 2015 04801
10-12-2021,Judicial Registrar Baker,S CI 2016 01914
10-12-2021,Judicial Registrar Baker,S CI 2018 01069
10-12-2021,Judicial Registrar Baker,S ECI 2019 02087
10-12-2021,Judicial Registrar Baker,S ECI 2019 03385
10-12-2021,Judicial Registrar Baker,S ECI 2020 00664
10-12-2021,Judicial Registrar Baker,S ECI 2020 02664
10-12-2021,Judicial Registrar Baker,S ECI 2020 03195
10-12-2021,Judicial Registrar Baker,S ECI 2020 03283
10-12-2021,Judicial Registrar Baker,S ECI 2020 03652
